url,content,category,published_date
https://kathmandutribune.com/france-historical-mobilization-and-a-general-strike-against-pension-reform/,"FRANCE- 806 000 angry people marched Thursday against the pension reform throughout the country, according to official figures. A peaceful walk that finished in a few chaotic confrontations, bringing together teacher’s nurses, firemen, postmen, numerous government officials especially from the transport department, and many more, against the future reforms regarding pensions. A spectacular event marking the beginning of an unlimited strike like France hasn’t seen in years.
@bryan_kulka
In order to understand the strike and mobilization, one must first understand how pension work in France. To put it in simple words, professionally active people pay for the retired by contributing a part of their salary, which can go up to 28% if the new system is put in place, to the national found. Once retired, a person earns a specific percentage (based on your years of work and that can go up to 50%) of his 25 best years of payslips. But this system is to be changed by a total of years working, and a system of points linked to the amount of money contributed to the pension found. A system that doesn’t take into account the difficult conditions and environment of some workplaces like having to work at night or use physical strength. Most of the unions concluded that with this system they will work more to earn less and that this system only suits the wealthiest. At stake, there is also the age of departure fixated to 62 years old and the difficulties to leave earlier without facing economic downfalls on their revenue. Numerous other points of discord constitute the reform that ignited what is locally called a “monstrous general and unlimited strike”.
“Justice is dead” 5th December @bryan_kulka
“The anger of the French people has been heard” declared Agnes Buzin, the Minister of Health and Solidarity this morning. It is truly difficult to not hear the 806,000 demonstrators of which 65,000 were in Paris. On their side, the union CGT announced more than 1.5 million protesters throughout France. The country is still stranded as most of its transports continue the strike. Schools are also affected, 30% of them are closed in Paris on the following day.
5th December french strike confrontations police rioters, Toulouse, France. @bryan_kulka
More than 245 demonstrations were to be expected in France. And in the main cities like Paris, Rennes, Bordeaux, and Toulouse, a lot of them ended in confrontations with police forces. 11,490 police controls and 90 arrests for 71 people in police custody were reported, and this, only in the French capital.
5th December french strike confrontations police rioters, Toulouse, France. @bryan_kulka
The post France, Historical mobilization and a general strike against pension reform appeared first on News, sport and opinion from the Kathmandu Tribune's global edition.",/business,"Mon, 09 Dec 2019 04:34:37 +0000"
https://kathmandutribune.com/sheena-newman-hits-the-multi-million-dollar-mark-with-pride/,"Ask any entrepreneur, and they will tell you there is nothing quite like the thrill of hitting the multi-million-dollar mark in their net-worth. Financial success is one thing, but positively impacting others is another. That mark represents more than just financial gains. Influencer and entrepreneur Sheena Newman understands this and wears that multi-million-dollar mark with pride. 
At 32-years old, Sheena Newman knows how to run a successful company. Actually, make that a few. With over 12-years of experience in the beauty and fashion industries, Sheena has worked hard to design and deliver products, which her customers love. This has propelled Sheena Newman to the ranks of a multi-millionaire. With beauty and brains to back it up, Sheena received her Bachelor’s degree from UCLA at the young age of 19 and in 2014 earned her MBA from the prestigious Northeastern University.
Passionate about fashion, design, and beauty, Sheena launched her eponymous accessories and cosmetics brand ‘Sheena Sujan’ to huge celebrity acclaim. Coveted by personalities like Demi Lovato, Giuliana Rancic, and Kat Graham, Sheena Sujan saw rapid growth. Inspired by the need for affordable makeup products for the everyday woman Sheena sought to create a business that offered women a service usually reserved for celebrities and influencers. By removing the high-cost barrier of these traditional makeup products and accessories, the brand helped women look and feel their best for any event. 
Not one to stop there, Sheena Newman founded the high-end, clinical-grade, organic skincare company TALIX Organics. Launched in 2019, TALIX Organics creates skincare products, which combine nature with science to deliver the most effective clinical-grade formulations in the industry. Looking for an all-natural skincare solution while she was pregnant with her first child, Sheena worked with clinicians to develop the formula for her popular serum. Newman personally sources the ingredients from around the world to deliver an exceptional product. 
Sheena is proud of the businesses she has built, not only for the monetary success but for the impact she has left on others. Ask Sheena Newman, and she will happily explain that she firmly believes in combining organization and hard-work. With an estimated net worth of $5 million and growing, Sheena makes it look so easy. 
Simply stated, Sheena explains, “I believe the best results come from a carefully executed strategy.” It’s no surprise that her strategy is working. As an influencer, she believes her community deserves the very best, and through her businesses, that is precisely what Sheena Newman delivers. 
The post Sheena Newman Hits the Multi-Million-Dollar Mark with Pride appeared first on News, sport and opinion from the Kathmandu Tribune's global edition.",/business,"Sat, 21 Sep 2019 05:03:56 +0000"
https://kathmandutribune.com/after-escobar-vardhaman-choksi-brothers-launch-cuppa-joe/,"
Caffeine addicts, rejoice. There’s a new addition to the coffee herd. In a market crowded with both indigenous coffee shops and those from different parts of the world, the Choksi brothers, Vardhaman and Rushabh, felt there was space for another and thus was born Cuppa Joe. “We both had this urge to start something creative, like when we started Escobar,” says Vardhaman.

The month-old coffee shop in Mumbai competes with giants such as Café Coffee Day and Costa Coffee next door with unique beverages like butterbeer and marshmallow mocha, along with “fresh food” like pastas and paninis. The newbie also offers choices of soy and skimmed milk and all-day breakfast to its customers.

Speaking on the concept of their venture, Vardhaman said, “With Cuppa Joe, we aim to set an entirely new standard for coffee: fanatic about freshness, unyielding on quality and rooted in community. Cuppa Joe aims to create an experience which is unforgettable, casual yet sophisticated, stylish yet affordable. With 40 percent of the country comprising the youth, we wish to cater to this segment with a cafe that is affordable and provides a wholesome experience. We want Cuppa Joe to be a part of everyone’s day.” With an initial investment of around ₹1 crore, the owners are hoping to achieve operational breakeven in four months. Cuppa Joe or Ordinary Joe? Only time will tell.


The post After Escobar, VARDHAMAN CHOKSI & BROTHERS Launch CUPPA JOE appeared first on News, sport and opinion from the Kathmandu Tribune's global edition.",/business,"Wed, 04 Sep 2019 03:50:04 +0000"
https://kathmandutribune.com/need-for-digitalization-in-nepali-banking-industry/,"Generally, the banking system comes up with a requirement for channelizing the fund from surplus unit of the economy to the deficit one in a formal way. The banking system is essential for the promotion of economic activities in the country. It can also be regarded as a meeting point of the customers who want to purchase deposit products and customers who want to purchase lending products. It also helps to increase the money supply in the economy, in turn, has a multiplier effect in the economy.
The main motto of the banking industry is to deliver banking products to the customer in an efficient and effective manner.
Banking service involves a customers’ presence at an outlet to perform transactions. This has compelled the bank and financial institutions (BFIs) to establish a large number of branches across different geographical areas.
In the context of Nepal, BFIs are opening branches across the 753 local levels in order to spread their wings as directed by the central regulatory and monetary authority, Nepal Rastra Bank (NRB).  
In fact, Nepali BFIs have been facing difficulties to open their branches in all levels due to the geographical structural diversification, and also due to poor infrastructure development in such areas.
With the geographical diversification in Nepal, implementation of digital banking concept is more appropriate in order to convert the unbanked area into banking one.
In fact, for a country like Nepal, with a literacy rate of 64% and 60% population still without a bank account, it means that financial inclusion about 40%, it is challenging for the regulators and market players to promote digital banking. 
With the emergence of technology, highly competitive and rapidly changing environment, the concept of physical outlets has started to look less relevant. As Bill Gates said in 2008, “banking is essential, but not a bank”. This reflects that the banking system is essential for economy promotion but not physical layouts. 
Due to the use of internet technology has changed the way of doing banking business. Digital banking refers to the process of delivering the various banking products using electronic channels like ATM, Post of Sale (POS), mobile phone, telephone, SWIFT transfer among others. For example, NIC Asia bank has been focusing on the digital banking in Nepal by promoting mobile banking, internet banking, debit card, POS in order to convert the physical banking system into digital one which is essential for the country.
It is clear that anything that creates various opportunities then it is necessary to grab such opportunities we will face lots of challenges. Digital banking has lots of opportunities with challenges. Digital is not a piece of cake. The SWIFT hacking of NIC Asia Bank, theft a number ATMs and recent thefts in E-Sewa increase concerns about the reliability of the digital banking in Nepal. 
In fact, the National Cyber Security Index 2018 ranks Nepal 92th out of 100. This means that Nepal’s ability to prevent cyber threats and manage unintended cyber incidents is poor.
Digitalization in the banking industry is today’s need. It also helps in the promotion of financial literacy and financial inclusion in the rural part of Nepal. Still, people are in remote part need to reach headquarter for the financial services. People still regard digital banking in a complicated procedure.  Although they know all the financial transactions through mobile phones, people hesitate to make use of them.
So as to promote digital banking in Nepal, NRB established a Payment System Department on July 2, 2015, with the sole authority of regulation, supervision, and oversight of the entire payment system in the country. 
In order to promote digital banking in Nepal, first, the government should develop IT-related infrastructure like internet facility, electricity in unbanked areas, then BFIs feel easy to expand their services in those areas, and conduct awareness program among people. Second, BFIs should hire IT expert with sound banking software, empower and train banking employees, maintain sound and efficient internal control system with implementing, monitoring and controlling mechanism in order to provide and ensure reliable digital banking services products to the customers.
With the emergence of digitalization, many organizations have adopted this technology. The future looks optimistic about the move towards a cashless economy.
Shanti Joshi
Management Trainee at NIC Asia Bank Limited
The post Need for digitalization in Nepali Banking Industry appeared first on News, sport and opinion from the Kathmandu Tribune's global edition.",/business,"Sat, 03 Aug 2019 03:45:47 +0000"
https://kathmandutribune.com/gurbaksh-chahal-founded-redlotus-is-transforming-customer-service-experience/,"The value of genuine connections cannot be overstated in our digitally driven world. The most successful marketing and advertising campaigns are built through active engagement, one that targets potential customers with the right content at the right time. With the advance of social media and the internet, even the smallest of brands have the opportunity to scale beyond their geographical reach. Companies can target and engage with customers from across the world, such vast scale strategies need to rely on innovative technologies to function efficiently. Companies are looking into the potential of AI, machine learning, blockchain, and automated technology, proving that in the future AI-powered technology is the key to future brand awareness and consumer confidence.
One company, in particular, is always one step ahead of the curve with its unprecedented patent approved technology. RedLotus, founded by Gurbaksh Chahal, has created a software management system which builds user profiles using relevant cloud storage data, analyzing relevant keywords and assigning each profile a weight. Their software offering allows their clients to effectively target customers through proper ad placement, social engagement, and creative content. Alongside this patented software, RedLotus also offers interactive mobile capabilities, enterprise-class software, CRM, and data management. The company is not only a pioneer in the industry but also a one-stop-shop for achieving success in the digital world. 
RedLotus is revolutionizing the customer experience by giving customers a valued connection to brands in real-time. Consumers want to be heard, and spending patterns are often motivated through engagement. The world of advertising is now a two-way conversation, and brands that are listening to their customers are the ones that will succeed. This changing dynamic is shifting customer service into an ongoing conversation, one that begins the moment a customer finds your company, even before a sale has been made. It’s all about starting things off on the right foot.
Chahal saw this trend and soon noticed a need which had to be met, and met quickly. RedLotus offers a kind of technology that identifies patterns in a customer profile while filtering out any irrelevant information, allowing for brand messaging to be targeted, consistent, and concise. It delivers content with more impact. The customer feels noticed and valued from their very first encounter with the brand. As the relationship progresses, RedLotus’ patented technology further collects data and periodically updates the user profile to sustain and power a continued positive customer experience. 
RedLotus isn’t Chahal’s first tech company to attain success. In 2000, Gurbaksh sold his first company, ClickAgents, two years after starting it. Chahal is a well-known tech guru who built three more companies following ClickAgents, including RadiumOne, Gravity4, and BlueLithium, which tracked the behavioral targeting of banner advertising and was acquired by Yahoo! for 300 million dollars. Chahal is also a philanthropist and founded the Chahal Foundation after the Wisconsin Sikh temple shooting. Its mission is to prevent hate crimes, support disaster relief, offer scholarships, and improve schools in third world countries. 
RedLotus maintains its headquarters in Hong Kong and has offices in Shanghai, Delhi, Bangalore, Mumbai, Singapore, Taipei, Macao, and Kuala Lumpur. Its innovative data management platform continues to be a driving force in successful and creative marketing strategies worldwide. As trends shift towards AI in data and content management, brands are bound to retain the unique and advanced services of companies like RedLotus. 
The post Gurbaksh Chahal –founded RedLotus is transforming customer service & experience appeared first on News, sport and opinion from the Kathmandu Tribune's global edition.",/business,"Wed, 31 Jul 2019 03:14:51 +0000"
https://kathmandutribune.com/what-went-into-remodeling-a-socialist-hangout-into-a-coastal-boutique-hotel-reveals-jonathan-riff/,"The large building that houses the Admiral Zaton hotel was likely to be forgotten. Located in the small town of Zaton on the Dalmatian coast of Croatia, it was a social club for Yugoslavian president Josip Broz Tito’s League of Communists. In the years since Yugoslavia’s dissolution though, it became a shadow of its former self. Today, it is a sophisticated boutique hotel with a subtly rustic yet refined décor.
That dramatic transformation is the work of young entrepreneur and developer Jonathan Riff. In a YouTube video chronicling the transformation of the Zaton, he revealed that he first visited Croatia in 2006, when he was just nineteen. “I just fell in love with the place and it left an impression on my mind,” he said. Ten years later, he and his fiancé, high-end hotel designer Megan Horney, packed up their dog and as many of their belongings as they could and flew from Los Angeles to Croatia with the intent of starting a business. 
Zaton hadn’t even been on the list of places to consider. With a population of barely 850, it was easy to overlook. But its picturesque views of vivid blue ocean waters and nearness to Bibich Winery made it irresistible. When they found out that Zaton had no hotel accommodations, the idea began to take shape. 
They hired local contractors and tradesmen. Megan did the designs for renovations. Both of them wanted to source everything they could locally, or at least from within Croatia. The old club had been sitting unused for many years, and the sings were there for all to see: peeling paint, damaged floors, old cushions and detached toilets that had been piled up and abandoned. Over the course of the next five months, and despite the language gap between the couple and their new Croatian friends, the building began to look more and more like a hotel.
Not that there weren’t challenges. The original plan was for Admiral Zaton to feature a full-service restaurant and bar. But finding the time and resources to make that happen proved difficult. During the first season of the hotel’s business, Megan and Jonathan weren’t able to open the restaurant. One of the most challenging parts of this was finding a chef, and during the second season, they found not only one but two!
“It took nearly a month to test and decide on a menu,” says Jonathan. “I would suggest something and the chefs would just stare at me in disbelief. This went on for a few days before they gave into trying my ideas. Step by step, we narrowed down our selection by bouncing ideas off each other, and even tried to put a Californian twist on some local favorites.” By the second season, Konoba Kalifornija was open. 
This collision, this bringing together of two different histories and cultures, seems to sum up the whole Admiral Zaton experience. The rooms are open and airy; windows allow for sunlight to bounce off of vivid blues. There are a distinct old-world charm and a hint of Californian minimalism.
In the end, it all paid off. As word started to spread, reservations started to come in. Going into their fourth season, the Admiral Zaton is frequently booked solid. Guests like what they see and experience. “I think, through all of it, one of the things that made it, for me personally, that made it all worth it was when we actually confirmed the booking of our first guest. When they arrived, after all that effort, it was the most rewarding feeling I have ever felt.”
The post What went into remodeling a socialist hangout into a coastal boutique hotel, reveals Jonathan Riff appeared first on News, sport and opinion from the Kathmandu Tribune's global edition.",/business,"Tue, 23 Jul 2019 05:21:37 +0000"
https://kathmandutribune.com/hassan-al-mannai-a-former-banker-redefining-the-equestrian-industry/,"The key to living a happy life is by following your passion. You might be qualified and trained for one profession, but if your heart lies in a different field, it’s always best to follow suit. The same happened in the case of Hassan Al Mannai. He started out in the finance industry and is now making waves in the equestrian industry.
Hassan was all of three years old when he first came in contact with horses. As a child, he enjoyed horse-riding with his father and the rest of his family. As Hassan grew older, he realized that his passion for horses wasn’t just a phase and that it was here to stay. As he grew into early adulthood, he continued horse-riding and his interest and passion for the Arabian horse multiplied. The Arabian horse breed garnered his full attention once he started attending horse shows globally and began gaining more knowledge about them.
While one can say that Hassan was always destined to work in the equestrian industry, not many know that he was originally a banker by profession. When he started his career, Hassan worked in the banking sector in various capacities such as a relationship officer and senior relationship manager. While he continued to work in the field of finance, his heart always belonged to the horses. While he pursued his banking job, he kept improving his knowledge about the equestrian industry by surrounding himself with horse owners and breeders. 
Hassan finally made his foray into the equestrian industry in 2013. In 2014, he had founded and built his own stud, called the Al Reeh and owned his own breeding program. Al Reeh is situated in the heart of Qatar and specializes in breeding high-quality Arabian horses with a capacity of more than 40 horses. Al Reeh has built a commendable reputation as it has obtained several medals in both national and international competitions. 
However, Hassan didn’t stop there as he wanted to take his passion for horses to new heights. In 2017, he successfully became the representative for Qatar as a judge at national and international competitions covering Qatar, Italy, Denmark, and Russia. In early 2018, Hassan achieved yet another milestone. He was appointed as the Director of Show at the Qatar Racing and Equestrian Club. The club is recognized as a member of ECAHO since 1994 and Qatar is the first non-European country member in ECAHO. The club has successfully organized five shows, out of which two were international. In 2018, Hassan organized a national show with the largest number of registrations ever recorded with over 350 horses participating. Hassan has also organized an Arabian horse auction, which took place at the end of 2018. The auction saw 80 plus horses in attendance and all of them were sold successfully. 
A proud member of the equestrian industry, Hassan hopes to scale new heights in the years to come. He aims to do so by developing his knowledge, skills, and network within the industry. Hassan also wants to promote Qatar as a world hub for the Arabian Horse Show and a leader in the pure Arabian breed. 
The post Hassan Al Mannai – A former banker redefining the equestrian industry appeared first on News, sport and opinion from the Kathmandu Tribune's global edition.",/business,"Wed, 17 Jul 2019 14:10:57 +0000"
https://kathmandutribune.com/david-edward-carpenter-credits-having-the-right-mentor/,"Some people take a lifetime to build their career, some do it in a matter of months. In this fast-paced world, working smart is just as important as working hard, and millennials are realizing it. With a plethora of career options available to youngsters, it isn’t easy to find your calling. Having a mentor can make a world of a difference, just as it did for David Carpenter. 
Carpenter credits his early success to his mentors who have guided him in the right direction and helped him become the person he is today. “I have great mentors that have shown me the way and how to build my career quickly and effectively. I wanted to build a sales force and take over the industry. I had the opportunity to partner with the number one agency in the company and it has been an amazing journey” said Carpenter. 
David Edward Carpenter was born and brought up in Phoenix, Arizona. Carpenter went to Piedmont Virginia Community College and dropped out in a year. Very early in his life he got into network marketing and realized he was good at it. He worked his way to the top and became a platinum level distributor. In 2014, he led a team of 200, to millions of dollars in sales.
David witnessed many of his ventures fail, and thus he turned to his mentor once again, who urged him to explore the financial services industry. David realized that he could use his skills to sell something he believed in. “I wanted to help people. I believed in the product of protecting families and American Income Life Insurance had so much growth potential,” said Carpenter. So, in 2017 he got into the financial services industry. In a span of a few months, he outshined company veterans and steadily rose to the very top.
In just four months of starting out, Carpenter was promoted to upper management and in eight months he was the regional manager. With his guidance, his team made a whopping $289,000 income in 2017 and with that, Carpenter became the first employee in the history of the company to be promoted to the Board of Directors in such a short time.
Apart from finding personal success, he has also helped many other people succeed in their careers. He opened the company’s first office in Tempe, Arizona in 2018 which also won the office of the year. He also opened the El Paso office where he promoted over 50 managers. Thanks to Carpenter, the company witnessed a 236% growth from 2017 to 2018. Carpenter has also helped build the reputation of the company by leading his entire agency to win the agency of the year award.
David Carpenter has had a widely successful journey and none of it would have been possible, had he not received crucial assistance from his mentors. They helped him find his passion and in turn played a pivotal role in creating one of the most widely respected frontmen in the financial services industry today.
The post David Edward Carpenter credits having the right mentor appeared first on News, sport and opinion from the Kathmandu Tribune's global edition.",/business,"Fri, 12 Jul 2019 02:52:18 +0000"
https://kathmandutribune.com/making-money-through-building-brands-by-sam-jacobs/,"The advent of Industry 4.0, artificial intelligence displacing functions and 5G on the anvil leads us to one pertinent question on everyone’s mind; “how to make money through the brand building?” Timely innovation is healthy but given the rapid pace of advancement coupled with ever-rising customer expectations, you realize that it’s not so simple. The challenge of making money and building your customer base remains, so let’s look at how you can emerge a winner. 
Every board room has a naysayer who believes that spending on the brand building should not take precedence over other spends that generate instant revenue. Brand building requires money and doesn’t promise immediate returns, nor you can measure its impact on a scale. But if this mindset drives your product strategy, be prepared for fleeting success until you get swept away by your competitors who may slowly but surely build recall, trust and enhance equity of their brands.    
From visiting a theme park to buying a pair of shoes to having a cup of coffee, such routine chores are catapulted to a moment of unmatched pleasure simply because of the ‘brand value’ each brand brings to the table. Making money isn’t an overnight process and neither is brand building. When your brand equity starts taking shape, your brand’s reach increases organically, and this induces new trials, fosters loyalty and builds a solid foundation. Almost all leading global brands have faced a ‘crisis’, whether it was product recalls or poor working conditions and at those watershed moments, it was the investment they made in ‘brand building’ over the years that kept them afloat and keeps them going strong even today. That’s why you can make far more money through the brand building than through R&D, through innovation and through even patents. 
The beauty of the brand building is that you can only make a real difference if you remain true to your brand. Following the herd when it comes to advertising campaigns will only fuel your competitors’ progress. Instead, you should carve your own identity and treat your brand as a separate entity. Based on this approach, you should invest in at least one standalone brand building activity year-on-year until you reach a stage where you start reaping benefits through organic revenues. When it becomes synonymous with your brand is when you can sit back and be sure to see an uptick in revenues or in other words experience the phenomenon of ‘making money through brand building’.
Flaunting and self-consciousness are at peak levels and only rising. Everyone is concerned about ‘that picture they take below the Eiffel Tower’ and the magnitude of the response to their props and poses. A counselor would lament at this but there’s no better time and place to be a brand. Making money through brand building here could mean investing in an activity that makes your brand a partner in your consumer’s journey of self-discovery, of achievements, of chasing their dreams or simply giving them a platform to express themselves. To conclude, your brand’s loyalty quotient goes up by notches and results in your brand making good money.  
The post Making money through building brands by Sam Jacobs appeared first on News, sport and opinion from the Kathmandu Tribune's global edition.",/business,"Thu, 20 Jun 2019 00:59:56 +0000"
https://kathmandutribune.com/the-modern-ad-guru-how-manish-bardia-built-his-brand/,"To create advertisements that are engaging and inducing is an enigma, just as much as an art form is. It becomes far more challenging in a land of over a billion people where there exists a multitude of cultures with different ideologies. What is needed here is an immaculate approach that focuses on communicating the concept of the campaign to the audiences in all its essence. There are only a handful few in the advertising world who have the ingenuity of pulling this off with great finesse, and Manish Bardia is one of them.
Hailing originally from Sardar Shehar in Rajasthan, Bardia finished his commercial art course in 1990 from the C.N. Institute of Fine Arts in Ahmedabad. He moved to Mumbai shortly thereafter to work for ad agencies, but just after a year, Bardia decided to take the entrepreneurial path and launched his own company. He moved back to Ahmedabad and founded the Moving Pixels Company, a production house that started out of limited space.
During the first few years, the company worked on advertising campaigns for corporates and local cable networks. Amid the process of building an impressive clientele in the 2000s, Manish’s work was noticed by the Indian Space Research Organization (ISRO). Soon, he was contacted by the ISRO to work on a project highlighting the PSLV launch. That recognition propelled the Moving Pixels Company to new heights in every sense of the word.
Bardia also worked with the Gujarat Government on various campaigns, highlighting the ethos, culture, and tourism in the state. It led to a fruitful partnership that has lasted for well over 10 years during which, Bardia made use of his filmmaking skills and creativity to produce some of the most remarkable ad campaigns.
The Ahmedabad-based company got the ball rolling by introducing the locals to the Jyotigram Yojana, in addition to the Vibrant Gujarat 2007 summit. Following the massive success there, Bardia soon moved on to work with Gujarat Tourism Development Corporation on a social media campaign ‘Come Back to Life, Come to Gujarat’, emphasizing the vibrancy of tourist destinations in Gujarat. The campaign led to a substantial increase in the growth of tourism in the state, thereby attaining widespread appreciation and attention. Besides this, Manish has also worked on other campaigns like ‘Chalo India’ and ‘Chalo Gujarat’ on an international scale.
It is fair to say that the height of his success knows no bounds. Back in 2015, when Mr. Narendra Modi visited the Wembley Stadium to meet David Cameron, the then Prime Minister of the United Kingdom, the meeting was well-received by spectators across the globe. In addition to the Modi’s inspiring speech, the eye-striking multimedia spectacle with spirited, dynamic energies simply wooed the people. It was Bardia’s creativity and his team’s efforts that made the event a resounding success.
Over the course of his 25-year stint in the advertising industry, Bardia has worked with some of the corporate giants as well. His portfolio boasts of some big names like Reliance owned ‘Only Vimal’, Rasna, Hipolin, Forever Jewellery, among others. He has also worked on the ‘Swachh Bharat Mission’ alongside Shilpa Shetty. 
Bardia’s ability to strike an emotional chord with the audiences led him to work on Government advertisements – most notably, Aadhaar Card, BHIM app, GST, and other similar schemes. Needless to mention, Bardia has truly mastered the art of communicating impactful ideas to the people. With an ever-growing portfolio of astonishing projects, it will be interesting to see what Manish Bardia achieves next.
The post The modern ad guru: How Manish Bardia built his brand appeared first on News, sport and opinion from the Kathmandu Tribune's global edition.",/business,"Fri, 14 Jun 2019 01:57:13 +0000"
